01010000101110001111001011100001,0010,0
11010001101000010110010011101101,1111,0
01110110100111000010100001010000,0100,0
01110000111000110010010001100001,1011,0
11000111100001101100001000101011,0111,0
11110100110101101001001110010101,1011,0
11011001100011111010100110111100,1000,0
01010001010110110001101011011011,1001,0
00001111100010100100111010011000,1111,0
10110001010001111110111100111111,0000,0
11010011100110100011110010010110,0100,0
10000011010111111000010100010110,1111,0
01001001111110110011001010011010,1101,0
11010100110001111010000100001001,1100,0
00000000000000000000000010111100,0001,0
00000001000000010000000110111100,0001,0
00000010000000100000001010111100,0001,0
00000011000000110000001110111100,0001,0
11111110111111101111111010111100,0001,0
11111111111111111111111111111111,0000,0
11111111111111111111111111111111,0000,0
00000000000000000000000000000000,0000,0
00000001000000010000000100000001,0000,0
00000010000000100000001000000010,0000,0
00000011000000110000001100000011,0000,0
00000010000000100000001010111100,0001,0
00000010000000100000001010111100,0001,0
00000010000000100000001010111100,0001,0
00100010111001100111101100100010,0011,0
00000100110111011110111000101011,1100,0
11001000100010101000110111100001,0111,0
10111100101011001011100001101101,0101,0
11001000101100111000110000110010,1001,0
01101001101011101101110011000101,1000,0
10010101111100011000101011011000,1111,0
10011010101000110100010110010011,0110,0
10000111111100010101111010100111,1111,0
00110101000000011100101010010011,0010,0
10110111001100010010100000011100,1111,0
01100001001110001001111100001111,0110,0
01110001011001111101010100011011,0011,0
00010100001110011011101100101010,0101,0
11101011000111011010010100100100,0100,0
01101011101011100000010111000000,1001,0
01100111001000110010111111011110,0010,0
10100001011010011101111000111100,0100,0
11110101110011011010011100011010,0010,0
10011100011001011000101111011101,1101,0
01001100111100010010100010010110,0010,0
11110110110101001001001001011110,1000,0
11100111101100110000110011001011,0111,0
01011000101101101111001001101010,0011,0
00011100100110010110111110000011,1001,0
10011010011010000010100101010111,0100,0
00010100101111101101110110000100,0101,0
11111011011011111010110010100001,1111,0
11011100111110100000100000010101,1010,0
01011001010000101100011000010110,0110,0
11001100010001000000000111011100,0101,0
11110000011110110000000100100010,0111,0
11000110000100001111100001100101,0111,0
10101111000100000001110001000111,0010,0
10101110101001101101010000111010,1101,0
00010111011001110101101100101001,0111,0
00000110100011111000010010111111,1010,0
01100110010101111011101010011111,1010,0
00000010010001101110001010010010,0001,0
01101111100101000011001101110100,0000,0
11100110110000111111111101000011,0100,0
00001000100100001001111010000000,0100,0
00011010101000111101010000001010,0100,0
00101111001001110010000110101010,0001,0
11011100001111101111001001001101,1111,0
11010010011111110100011000000001,0000,0
00100101100011010000010111000101,0100,0
01110001101001100100101010001010,0101,0
10010110010000110100100101011100,0110,0
01000010110110101010001110110001,0100,0
01001010000011101010101101101100,1011,0
11000100111010110000001111000000,0100,0
10100001001111010010101010010010,0010,0
10010100100101000011011101100110,0110,0
00010110010110100011110011100001,1001,0
00110010111000101100000111010101,1010,0
01001001010000110000101010111000,1111,0
11110101001010110111001111010111,1000,0
11000010001111110001011000100011,1001,0
11011010000111000101101111010011,1011,0
11011010000111000101101111010011,1011,0
10101000011110001111011110001010,0001,0
01101101010000110111110000011010,1001,0
00000001001111110100100010100001,0011,0
10011000000110100001100111001111,0010,0
00111101010010001101001111101100,1011,0
10101101100010110011101010010100,0001,0
01101001001111010111001100000100,1111,0
10111001110100010101110000101100,1100,0
11001000110100111111100101111000,0110,0
01100011010000000100101100101101,1001,1
01100011010000000100101100101101,1001,1
